,price,listing_title,listing_subtitle,name,sqft,bedrooms,bathrooms,address,price_per_sqft,listing_tags,listings_desc,developer,property_title_type,furnishing,built_year,listed_on,tenure,property_type,floor_lv,psf_det,floor_size_det,num_units,facilities,url
1092,"530,000",Nice cheap bandar mahkota cheras,,Nice cheap bandar mahkota cheras,1500,4,3,"Nice cheap bandar mahkota cheras, Bandar Mahkota Cheras, Cheras, Selangor",353.33,2-storey Terraced House,"
Description
Nice cheap freehold bandar mahkota cheras
                                    Nice cheap bandar mahkota cheras. Must viewing. I only advertise actual unit to avoid any dissapointment. Kar Jun 010-3413414 
 Cheras Area focus only! 

Land area : 20x65sf ( 1300sf )
4 Bedrooms & 3 Bathrooms  
Tenure : Freehold  

Selling Price : Rm530k (Nego) . 

Kar Jun REN16999  010-3413414 

https://wa.me/60103413414

Many more corner, terrace house, Semi-D and bungalow area specialist cheras.
Please check out my profile portfolio. 

Thank you.

Whatsapp 010-3413414 
 Kar Jun
Whatsapp link: https://wa.me/60103413414

Team Leader |Senior Negotiator 
Propnex Realty Sdn Bhd
蕉赖房产经纪

AREA FOCUS
#CHERASSOUTH.
#MAHKOTACHERAS subsales like -
#Sunstonevilla, #Cherasvista, #cherasidaman, #pearlresidences, #eastpark72, seksyen123567, #thevantage,
#sunstonevilla, #casaresidence, #tropicacheras, #quartzvilla.. Near #bmc etc.. #SUNGAILONG, #twinpalm, #kajang 

#PropNexRealty  #PropnexCheras #lenseng #cheras #alamdamai #bandardamaiperdana #cherashartamas #lagendamas #LeisureMall #cherassentral #tamanconnaught #cherasperdana #sungailong #tamancherasawana #batu9  #bandarmahkotacheras #bandartunhusseinonn #propertyagent #propertynegotiator #cherasagent  #cherasselatan #agentcheras  #tamanbukitangsana
                                    Read More
",,,Partially Furnished,N/A,1 day ago,Freehold,2-storey Terraced House For Sale,,RM 353.33 psf,1500 sqft,,,https://www.propertyguru.com.my/property-listing/nice-cheap-bandar-mahkota-cheras-for-sale-by-hei-kar-jun-34846074
1093,"595,000",Taman Bukit Subang Shah Alam,,Taman Bukit Subang Shah Alam,1500,4,3,"Taman Bukit Subang, 40160 Shah Alam, Selangor, Bukit Subang, Shah Alam, Selangor",396.67,2-storey Terraced House,"
Description
Next to denai alam freehold, renovated & well maintained
                                    DOUBLE STOREY TERRACE HOUSE, TAMAN BUKIT SUBANG, SHAH ALAM 

ASKING PRICE: RM595,000 

PROPERTY DETAILS: 
 FREEHOLD/ Non Bumi 
 Land Area: 1400 sqft (20x70) 
 4 Rooms | 3 Bathrooms 
 Fully Tiles & Renovated 
 Kitchen Extended 
 Auto-Gate with Security Door 
 Store Room (Outside & Inside) 
 Facing Corner lot 
 Well Maintained unit 
 Gated & Guarded 

Furnished: 
 Dining Table with 6 chairs 
 Aircond 
 Water Heater 
 Kitchen Cabinets with hood and hob 


Hana Wahid | REN20104
www.wasap.my/60172376375
Landsworth Properties Sdn Bhd
.
CoEynoLW
                                    Read More
",,Individual,Partially Furnished,N/A,1 day ago,Freehold,2-storey Terraced House For Sale,,RM 396.67 psf,1500 sqft,,,https://www.propertyguru.com.my/property-listing/taman-bukit-subang-shah-alam-for-sale-by-hana-wahid-36323298#contact-agent
1094,"650,000",Sri Alam Condominium,,Sri Alam Condominium,1882,3,2,"- Jalan Kelab Golf Sultan Abdul Aziz 13/1, Shah Alam, Selangor",345.38,Condominium,"
Description
Sri Alam condominium
                                    WTS 

FOR SALE 

SRI ALAM CONDOMINIUM
KGSAAS
Seksyen 13 shah alam 
LARGEST UNIT
+
FACING SWIMMING POOL
=========================
Asking Price : RM 650k 
=========================
Details:
* Lease hold
* Non-bumi lot
* 1882sqft
* 3+1 Bedrooms, 3 bathroom
* 1 carpark
* Facing swimming pool
* Partial furnish


Facilities:
* 24-hours Security
* Gymnasium
* Playground
* Swimming Pool
* Mini mart
* Badminton Hall
* Cafe
* Saloon
* Kindergarten

=========================
Asking Price : RM 650k
=========================
#coahakim
                                    Read More
",,Strata,Partially Furnished,"January, 2004",4 days ago,Leasehold,Condominium For Sale,Middle Floor,RM 345.38 psf,1882 sqft,-,"Badminton hall, Covered car park, Gymnasium room, Lounge, Mini-Mart, Nursery, Playground, 24 hours security, Swimming pool, Tennis courts",https://www.propertyguru.com.my/property-listing/sri-alam-condominium-for-sale-by-elina-raihana-36289932#contact-agent
1095,"1,000,000",Sungai Buloh Country Resort,,Sungai Buloh Country Resort,6480,6,5,"339 Jalan Seroja 1/1, Sungai Buloh, Selangor",154.32,Bungalow House,"
Description
Bungalow Corner 2 storey sbcr Saujana Utama Sg.buloh
                                    Banglo Corner 2 storey SBCR Saujana Utama Sg.buloh

RM1,000,000

BUILT Area : 3,703 sqft
Land Area : 6480sqft
Tenure : Leasehold
Bedroom : 6
Bathroom : 5
Wet & dry Kitchen
2 kitchens (Wet and Dry)
Detail renovation & Cost : Rm450,000.00
Inclusive: Kitchen Island (Polished Granite Countertop)

AMENITIES

Exclusive and guarded area
~Close to Bank Islam, BSN, SHELL, Petronas, KFC, Pizza Hut, Secret Recipe, Eco, Mr DIY, Perodua, Central Mart, Speed art and many other shops.
~3 min to Masjid Besar Saujana Utama
~New Secondary school
~Wide range of eateries, clinics, school, tuition centres, spa and beauty saloons
~8 km to Uitm Puncak Alam campus and newly completed Hospital UiTM

ACCESSIBILITY

~Guthrie Corridor Expressway (GCE)
~Kuala Lumpur-Kuala Selangor Expressway (LATAR)
~North-South Expressway Central Link (ELITE)
~Damansara - Shah Alam Expressway (DASH


SYUKOR KARNAINI
012.334.2582
REN00199
PROTASA PROPERTIES SB
                                    Read More
",Glomac Berhad,,,N/A,6 days ago,Leasehold,Bungalow House For Sale,,RM 154.32 psf,3703 sqft,-,"Car Park, Clubhouse, 24 hours security",https://www.propertyguru.com.my/property-listing/sungai-buloh-country-resort-for-sale-by-syukor-hartanah-35816698#contact-agent
1096,"408,000",New Terrace House Sepang,,New Terrace House Sepang,1593,3,3,"Sepang, Selangor",256.12,2.5-storey Terraced House,"
Description
Freehol 2.5-Storey town villa hillpark
                                    Top 10 Developer
Only RM1000 Booking (Loan Rejected Fully Refund)

22' x 70' | 1,291 sqft ~ 1,593 sqft
Gated & Guarded
10 Acres Hillpark for lifestyle
237 Acres Township Project

0% Down Payment | Full Loan
Cash Back Up To RM30,000
FREE All Legal Fees
FREE MOT

1min Schools
2mins KFC/7-11/Mr.DIY/Watson/Stadium
10min Tesco/AEON
5KM Nilai
10KM Bangi, Dengkil
15KM Putrajaya/Cyberjaya/KLIA
20KM Puchong

Contact now to visit show unit for free consultation.
                                    Read More
",,Strata,Unfurnished,N/A,5 days ago,Freehold,2.5-storey Terraced House For Sale,,RM 256.12 psf,1593 sqft,,"Barbeque Area, Main entrance, Playground",https://www.propertyguru.com.my/property-listing/new-terrace-house-sepang-for-sale-by-macy-kong-36353917
1097,"690,000",Saujana Residency,,Saujana Residency,994,2,2,"Jalan SS16/1 Jalan Kemajuan Subang, Subang Jaya, Selangor",694.16,Condominium,"
Description
Saujana Specialist - actual photos, well maintain high floor unit
                                    - Free Consultation & Viewing Arrangement -
Day --- Monday to Sunday
Contact --- Gene 016 800 2282 
 / Jason 010 502 2228 

*Please kindly Whatapps if we MISS OUT your call. Tq.

Units Detail:-
994 sq.ft
- 2+1 Rooms & 2 Bath
- High floor unit
- Semi furnished, good condition

1360 sq.ft (Below market value!)
- 3 Rooms & 2 Bath
- High floor unit
- Separate kitchen concept - Fully furnished

**DISCLAIMER
Photo is only for ILLUSTRATION PURPOSE as reference only.
To protect owner's privacy, pictures shown may not be the actual unit.

Thank you.
                                    Read More
",Saujana Heights Sdn Bhd,Master,Partially Furnished,"September, 2009",9 hours ago,Freehold,Condominium For Sale,High Floor,RM 694.16 psf,994 sqft,370,"Barbeque Area, Covered car park, Children's Playground, Function room, Game room, Gymnasium room, Launderette, Multi-purpose hall, Nursery, Playground, Reading Room, Sauna, 24 hours security, Spa pool, Swimming pool, Tennis courts",https://www.propertyguru.com.my/property-listing/saujana-residency-for-sale-by-geneive-hii-36315200
1098,"790,000","SL13, Bandar Sungai Long",,"SL13, Bandar Sungai Long",2000,4,3,"Jalan SL13, Bandar Sungai Long, Kajang, Selangor",395.00,2-storey Terraced House,"
Description
Modern Design, Fully Renovated
                                    Location :SL13, Bandar Sungai Long 
House Type : 2 Storey House (Intermedia) Land Area : 20x70
Built Up : 2000 SF 
Rooms : 4 Bedroom, 3 Bathroom 
Direction : South 
Tenure : Freehold 
Condition : Fully Renovation Unit 
Security : Gated and Guarded  

Pls Contact Shanny 012-3775331 
 For Viewing Appointment
                                    Read More
",,,Partially Furnished,N/A,4 days ago,Freehold,2-storey Terraced House For Sale,,RM 395.00 psf,2000 sqft,,"Air-Conditioning, Renovated, Water Heater, Covered car park, Playground, 24 hours security",https://www.propertyguru.com.my/property-listing/sl13-bandar-sungai-long-for-sale-by-shanny-tan-36017880#contact-agent
1099,"870,000",Rimbayu Perennia,,Rimbayu Perennia,2217,5,5,"Jalan Flora 3B/5, Bandar Rimbayu, Kota Kemuning, Shah Alam, Selangor",392.42,2-storey Terraced House,"
Description
Double Storey Terrace @ Perennia Rimbayu
                                    DESIGNER LINK VILLAS IN KOTA KEMUNING

The first of its kind in Malaysia, these designer link villas come with multi-facade designs, you can select a home that best suits your lifestyle.

A unique community where you do not only have a home place, there are also the park place, work place, gathering place, play place, shopping place & eating place. 

Various types of houses available:
1) 2-Storey Link Villas
 26 x 70  &  28 x 70
 Built-up area up to 2800 sft
 4 + 1 Bedrooms & 4 Bathrooms
 Spacious & practical layout
 Spacious porch for 3 cars

2) 3-Storey Link Villas
 26 x 70  
 Built-up area 3000 sft
 5 + 1 Bedrooms & 5 Bathrooms 
 Roof Terrace
 Double Volume Family Area

3) 3-Storey Lake Front Link Villas
 28 x 70
 Built-up area up to 3400 sqft
 5 + 1 Bedrooms & 5 Bathrooms 
 Roof Terrace
 Double Volume Dining Area
 Patio Deck
 Living by the Lake

                                                                                                                                                                                                                          Free Legal Fee for SPA & Loan
 Free Loan Stamp Duty
 Free MOT Stamp Duty
 Spacious & practical layout
 Big space for wet & dry kitchen
 Lush landscaping & linear garden backlane
                                                                                                                                                                                               Call to arrange for showhouse viewing
  Jayden Chan - 012-3787089 

                                    Read More
",IJM LAND BERHAD,Individual,,"June, 2015",6 days ago,Leasehold,2-storey Terraced House For Sale,,RM 392.42 psf,2217 sqft,484,"Balcony, Corner Unit, Private Garden, Ground Floor, Park / Greenery View, Terrace, Barbeque Area, Covered car park, Clubhouse, Gymnasium room, Jacuzzi, Jogging track, Playground, Sauna, 24 hours security, Swimming pool, Wading pool",https://www.propertyguru.com.my/property-listing/rimbayu-perennia-for-sale-by-jayden-chan-35251198#contact-agent
1100,"280,000","Sri Ixora Apartment , Taman Sepakat Indah 2 Kajang",,"Sri Ixora Apartment , Taman Sepakat Indah 2 Kajang",1028,3,2,"Sri Ixora Apartment , Taman Sepakat Indah 2 Kajang, Kajang, Selangor",272.37,Apartment,"
Description
Negotiable Price
                                    [CAR PARK SAMA LEVEL DGN RUMAH, TIDAK PERLU NAIK TURUN LIFT]

Sri Ixora Apartment , Taman Sepakat Indah 2 Kajang

DETAILS :
- Freehold (Bumi Lot)
- Size : 1,028 sqft
- 3 bedrooms & 2 bathrooms
- Maintenance Fee : RM131.30 monthly
- Level 4 with Balcony
- 1 Covered Parking (Same Level as the Unit)
- 24 Hours Security
- Basic Unit with ceiling fans & lighting
- Complete with Kitchen Cabinet

FACILITIES :
- Surau
- Playground
- Multipurpose Hall

PRICE :
- RM 280,000 (NEGO)

BOOK A VIEWING APPOINTMENT TODAY:
:Intan Norliz [Ren 41666]
:011-11297433
:wasap.irealty.my/Intan
:IQI REALTY SDN BHD
                                    Read More
",,Strata,,N/A,5 days ago,Freehold,Apartment For Sale,,RM 272.37 psf,1028 sqft,,"Balcony, Covered car park, Playground, 24 hours security",https://www.propertyguru.com.my/property-listing/sri-ixora-apartment-taman-sepakat-indah-2-kajang-for-sale-by-intan-norliz-36331512
1101,"465,000",Taman Sri Gombak,,Taman Sri Gombak,1100,3,2,"Taman Sri Gombak Batu Caves, Batu Caves, Gombak, Selangor",422.73,2-storey Terraced House,"
Description
Renovated, Kitchen Extended, Flat Land, Contact me for viewing
                                    2 Sty Terrace House Taman Sri Gombak Fasa 9 for Sales !!!

Property Details : 
- 14x55
- Freehold 
- 3 Room 2 Bathroom
- Renovated unit
- Kitchen Cabinets
- Fully Tiled
- Kitchen Extend
- Front & Master Room Extend
- Good Condition

Asking Price : RM 465k Nego

For More Information Pls Call / WhatsApp :
- Eric Chong
- 016-2526282 

- REN 46998

To Owners : If you wish to sell or rent out any area of your property, feel free to call us as we will try out best to serve you.

- One stop service (Banker and Lawyer)

It would be my
pleasure to serve you.
                                    Read More
",,,Partially Furnished,N/A,4 days ago,Freehold,2-storey Terraced House For Sale,,RM 422.73 psf,1100 sqft,,"Covered car park, Playground",https://www.propertyguru.com.my/property-listing/taman-sri-gombak-for-sale-by-eric-chong-34466038
1102,"350,000",One Damansara,,One Damansara,986,2,2,"- Jalan PJU 10/1, Damansara Damai, Petaling Jaya, Damansara Damai, Damansara, Selangor",354.97,Condominium,"
Description
Cheapest whatsapp me now
                                    One Damansara Damai with good condition near to sungai buloh

City View
3 bedrooms
2 bathrooms
1 car park
Good Condition
Leasehold

Owner List for sale/rent welcome ------ SiewKamMun@hotmail.com

Raymond @ 017 - 777 3375 (Watsapp 24hrs on) https://goo.gl/vKExGK
Raymond @ 017 - 777 3375 (Watsapp 24hrs on) https://goo.gl/vKExGK

Instant Whatsapp Me >> https://goo.gl/vKExGK

Please drop me a text if i'm not answering the call

Real Estate Finders (E(3)1369)

Real Estate Finders (E(3)1369)
                                    Read More
",MK Land Holdings,,,"January, 2013",5 days ago,Leasehold,Condominium For Sale,,RM 354.97 psf,986 sqft,899,"Barbeque Area, Game room, Gymnasium room, Multi-purpose hall, Playground, Reading Room, 24 hours security, Swimming pool, Tennis courts, Wading pool",https://www.propertyguru.com.my/property-listing/one-damansara-for-sale-by-raymond-siew-35647419
1103,"1,190,000",Pool Villas @ Nusaputra,,Pool Villas @ Nusaputra,4300,4,4,"Jalan Nusa Putra 1/2e, Puchong South, Puchong, Selangor",276.74,3-storey Terraced House,"
Description
Pool villas non facing house 3 Storey Superlink Pool
                                    For Sale~~
Pool Villa 3 Storey Superlink House Puchong 
24x85 @ Built up 4250sf @ 4r5b @ RM1.19Mil
Call Evan Goh @ 010-870 6295 


Details:
* 24x85sf with 4250sf built up
* Triple Storey @ 4r5b
* Modern Design with ceiling height of 20ft
* all rooms with balcony
* Living is at the back of the house and facing linear garden
* Type POOL VILLA

Facilities:
* 24-hour security (Gated & Guarded)
* Barbecue area
* Playground
* Covered parking (4 cars)
* Swimming pool
* Jogging track
* Lush Greenery & Linear Park

Amenities surrounding within 10 Minutes:
* IOI City Mall / IOI Mall / Sunway Pyramid /
Sub
                                    Read More
",,Individual,Partially Furnished,N/A,5 days ago,Leasehold,3-storey Terraced House For Sale,,RM 276.74 psf,4300 sqft,-,"Balcony, Park / Greenery View, Private Pool, Covered car park, Landscaped Garden, 24 hours security, Swimming pool",https://www.propertyguru.com.my/property-listing/pool-villas-nusaputra-for-sale-by-evan-goh-31401761
1104,"738,000",BK5,,BK5,1600,4,3,"Jalan BK 5/8, Bandar Kinrara, Puchong, Selangor",461.25,2-storey Terraced House,"
Description
Bk5 Bk4 Bandar Kinrara near Lrt Station Pavilion Bukit Jalil freehold
                                    **BEHIND EXTENDED WITH BUILT IN KITCHEN CABINET
**WELL KEEP & MAINTAINED
**UPSTAIRS TILES FLOORING 
**FREEHOLD
**20X70
**4 BEDROOMS 3 BATHROOMS
**STRATEGIC LOCATION
**LIMITED UNIT !!!
**VIEW TO BELIEVE !!!

ACCESSIBILITY:
SHOPPING COMPLEX:
1. 2 MIN TO GIANT PUCHONG
2. 7 MIN PAVILION BUKIT JALIL
3. 9 MIN TO IOI MALL
4. 15 MIN TO SUNWAY PYRAMID

Easy Access to Old Klang Road, Sungai Besi, LDP, KESAS, SKVE, NKVE, KLIA, KAJANG-BANGI etc.

Kindly contact Kent 012-7171 921 
 for viewing appointment / further information
                                    Read More
",,Individual,,N/A,5 days ago,Freehold,2-storey Terraced House For Sale,,RM 461.25 psf,1600 sqft,-,"Barbeque Area, Cafes, Car Park, Covered car park, Jogging track, Mini-Mart, Nursery, Playground, Salon, 24 hours security",https://www.propertyguru.com.my/property-listing/bk5-for-sale-by-kent-lai-36062998
1105,"2,520,000",Wira Heights,,Wira Heights,7310,6,7,"Jalan Wira Heights, Bandar Sungai Long, Kajang, Selangor",344.73,Semi-Detached House,"
Description
No People Stay Before
                                    Wira Heights Phase 4

3.5 Storey Semi Villa 
Land Area 42x90 3780 sf
Built Up 7310 sf
5+1 Bedroom 7 Bathroom
Freehold 
Gated and Guarded
With Auto Gate, Alam, CCTV, Solar Water Heater With Pump, Lift and Jacuzzi 
Car Porch Can Park 6-9 Cars

Pls Contact Shanny 012-3775331 
 For Viewing Appointment
                                    Read More
",WIRA CHERAS DEVELOPMENT SDN. BHD.,,Partially Furnished,"July, 2010",5 days ago,Freehold,Semi-Detached House For Sale,,RM 344.73 psf,7310 sqft,58,"Air-Conditioning, Cooker Hob/Hood, Renovated, Water Heater, Jogging track, Playground, 24 hours security",https://www.propertyguru.com.my/property-listing/wira-heights-for-sale-by-shanny-tan-35604519#contact-agent
